year,state_name,district_name,murder,clpbl_hmcrd_not_amt_murder,hit_and_run,acdnt_other_than_hit_and_run_,deaths_negl_rel_rail_acdnt,deaths_due_med_negnc,deaths_neg_civic_bodies,deaths_other_negnc,dowry_deaths,abetment_of_suicide,atmpt_cmmt_murder,atmpt_cmmt_clpb_hmcrd,atmpt_cmmt_suicide,miscarr_infant_foetic_aband,vlntrly_caus_simple_hurt,vlntrly_caus_dangers_weapons,vlntrly_caus_pub_srvnt_duty,hrt_endgrng_lf_safety,other_simple_hurt,vlntrly_caus_grvus_hurt,grvus_hrt_dangerous_wepn,acid_attack,atmpt_acid_attack,grvus_hrt_pub_srvnt_duty,grvus_hrt_lf_safety,other_grievous_hurt,wrngful_rest_cnfm,assault_on_women,sex_hrrsmt_work_office_prms,sex_hrrsmt_pub_trnsprt_sys,sex_hrrsmt_shelter_homes,sex_hrrsmt_other_places,intnt_disrbe,voyeurism,stalking,missing_child_kidnpd,other_kidnp_abduc,kidnp_abdctn_begging,kidnp_abdctn_murder,kidnapping_for_ransom,kidnp_abdctn_marrg,proc_minor_girls,import_girls_frgn_cntry,other_kidnp_abduc_sec_365_369,human_trafficking,exp_traf_person,sell_minors_prost,buy_minors_prost,rape,atmpt_rape,unnatural_offences,ofnc_agnst_state_sedition,ofnc_agnst_state_other,ofnc_agnst_pub_trnqul,rioting_communal_religious,rioting_sectarian,rioting_industrial,rioting_political,rioting_caste_conflict,rioting_agrarian,rioting_students,rioting_vigilants,rioting_money_dispute,rioting_water_dispute,rioting_land_property_dispute,rioting_family_disputes,rioting_enmity_rivalry,riot_elec_pwr_disp,riot_andolan_morcha,riot_polc_prsnl_gvt_srvnt,other_rioting,prmt_enmty_grps,impt_asrtns_prjudc_intgrtn,affray,auto_motor_vehicle_theft,other_thefts,day_time_burglary,night_burglary,extortion_and_blackmailing,robbery,atmpt_dacoity_robbery,dacoity,dacoity_with_murder,mkng_prprtn_assmbly_cmmttng_dcty,criminal_misappropriation,criminal_breach_of_trust,dsh_hon_rec_deal_stl_prop,counterfeit_coin,cntrfte_govt_stamp,cntrft_seal_mark,cntrft_curr_bank_notes,bank_frauds,atm_fraud,credit_debit_card_fraud,other_frauds,cheating,forgery,ofnc_elections,disbnc_ordr_prmlgtd_pblc_srvnt,harboring_offender,sale_food_drugs,rash_driving_pub_way,csng_hrt_rsh_nglgnt_drvng_pblc_wy,grvus_hrt_rsh_nglgnt_drvng,obstruction_pub_way,sale_obscene_books_objects,obscene_acts_songs_public_places,ofnc_religion,cheating_impersonation,ofnc_mischief,arson,criminal_trespass,crlty_husbnd_relatives,crcl_false_fake_news_rumours,criminal_intimidation,insult_modesty_women,other_ipc_crimes,total_crimes
2020,Chhattisgarh,Sukma,32,1,5,36,0,0,0,4,0,0,43,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,6,5,0,8,0,2,0,16,1,0,0,4,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,4,39,2,0,0,39,0,0,0,4,0,4,0,0,4,43,349.0
2020,Chhattisgarh,Surajpur,43,0,0,167,0,1,0,6,2,9,12,0,0,2,565,26,1,2,0,63,7,0,0.0,0,0,0,2,21,0,0,0,6,7,2,0,20,0,0,1,0,2,0,0,1,1,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6,0,0,0,0,0,35,0,0,0,35,54,2,56,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,29,0,0,17,70,52,3,0,0,14,0,0,2,2,17,0,49,11,25,1522.0
2020,Chhattisgarh,Gaurela Pendra Marwahi,17,0,28,16,0,0,0,2,0,1,6,0,0,0,208,16,4,0,0,15,1,0,0.0,0,1,0,1,17,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,5,3,2,0,0,0,3,4,0,0,33,33,9,49,1,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,9,2,0,37,0,0,2,41,19,1,0,9,0,0,0,1,0,1,0,0,1,31,667.0
2020,Goa,North Goa,20,0,7,43,0,0,0,1,0,2,10,0,0,2,9,94,21,2,1,21,24,0,0.0,1,2,0,14,9,1,0,0,12,3,1,8,10,8,0,0,0,0,0,0,11,4,1,0,0,36,0,1,0,0,6,0,0,0,1,0,0,0,0.0,0,0,4,0,4,0,2,0,5,2,0,1,79,148,18,45,4,5,0,1,0,0,0,14,0,0,0,0,1,0,1,0,9,50,3,0,668,0,0,4,18,58,0,1,0,1,0,3,8,28,2,3,61,20,5,1662.0
2020,Goa,South Goa,13,3,14,61,0,0,0,11,0,0,14,0,0,2,6,72,15,6,1,9,19,0,0.0,0,0,0,11,17,0,0,0,1,0,1,9,7,8,0,0,0,0,0,0,1,2,3,0,0,23,0,0,0,0,12,0,0,0,0,0,0,0,0.0,0,0,4,0,11,0,3,2,4,1,0,1,69,89,9,36,3,8,0,0,0,0,0,15,0,0,0,0,0,0,1,1,8,28,1,0,812,0,0,3,43,77,1,0,2,2,1,2,10,15,6,0,35,15,8,1667.0
2020,Goa,North Goa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,3,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,20,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,64.0
2020,Gujarat,Ahmadabad,70,12,55,273,0,0,0,7,0,58,133,6,0,25,0,1085,75,89,4,133,74,0,4.0,1,1,0,8,31,2,0,1,84,10,5,34,113,26,0,0,4,2,0,0,36,2,0,0,0,77,0,8,1,0,5,1,0,0,1,0,2,0,0.0,1,0,3,1,11,0,0,5,68,19,0,26,1420,969,50,404,80,119,0,23,0,2,0,69,0,0,0,0,5,23,8,41,59,508,21,0,43120,0,0,1132,209,437,6137,1,0,1,3,1,29,110,836,1,2269,1,615,61395.0
2020,Gujarat,Ahmadabad,25,4,42,175,0,0,0,0,0,15,42,1,0,3,0,118,11,4,0,63,18,0,0.0,1,0,0,0,2,0,0,0,15,0,2,1,3,5,0,0,0,0,0,0,4,1,0,0,0,6,0,0,0,0,2,0,2,0,0,0,4,0,0.0,1,0,0,0,6,0,0,0,13,3,0,0,69,57,2,54,6,17,0,9,0,1,0,16,0,0,0,0,0,0,0,0,34,12,16,0,6928,0,0,263,75,126,310,0,0,1,0,5,3,9,34,0,223,0,321,9183.0
2020,Gujarat,Amreli,17,5,7,105,0,0,0,0,1,7,33,1,0,2,1,121,13,5,1,61,21,0,0.0,1,1,1,0,14,0,1,0,1,0,1,10,4,0,0,0,0,16,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,2,0,0,0,37,30,3,26,22,12,0,3,0,0,0,4,0,0,0,0,1,0,0,0,4,19,5,0,182,0,0,45,26,69,126,0,0,7,1,9,5,24,105,5,510,2,6527,8282.0
2020,Gujarat,Anand,27,3,23,144,0,0,0,1,0,8,49,2,0,6,2,136,11,1,0,72,13,0,0.0,0,3,0,3,12,0,0,4,2,4,1,3,0,10,0,2,1,0,0,0,2,0,0,0,0,14,1,0,0,0,8,2,2,0,0,0,2,0,0.0,0,0,4,0,2,0,0,2,17,1,0,4,93,91,2,71,4,14,0,7,0,0,0,17,0,0,0,0,1,1,0,1,2,33,16,0,5642,0,0,271,82,153,747,0,1,3,0,11,5,8,66,12,383,1,220,8562.0
2020,Gujarat,Arvalli,21,4,0,106,0,0,0,0,0,14,15,0,0,1,0,75,5,15,0,14,4,0,0.0,0,0,0,0,0,0,0,20,3,0,0,0,5,5,0,0,0,33,0,0,1,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,3,0,0.0,0,0,7,4,2,0,0,2,9,0,0,0,63,43,2,40,3,2,0,5,0,0,0,10,0,0,0,0,0,0,1,0,11,2,6,0,2562,0,0,78,75,31,286,0,0,0,0,3,6,6,74,0,445,1,5,4150.0
2020,Gujarat,Banas Kantha,37,5,135,103,0,0,0,0,0,20,36,0,0,8,0,273,8,18,2,37,20,0,0.0,0,0,0,2,44,0,0,0,0,0,0,0,0,47,0,0,2,3,0,0,15,0,0,0,0,29,0,0,0,0,18,0,0,0,0,0,3,0,0.0,4,0,0,0,33,0,0,0,39,0,0,0,198,92,5,104,18,22,0,12,0,0,1,14,0,0,0,0,1,0,0,0,0,39,4,0,6998,0,0,291,59,187,430,0,0,0,3,9,6,10,197,0,706,0,0,10347.0
2020,Gujarat,Bharuch,35,3,0,242,0,0,0,0,1,7,18,0,0,1,0,158,10,4,0,83,20,0,0.0,0,4,0,0,10,0,0,0,6,3,0,4,11,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,3,0,0,2,0,1,2,0,0.0,3,0,2,4,32,0,0,2,4,0,0,0,217,109,15,106,2,14,1,3,0,0,1,16,0,0,0,0,1,0,0,0,1,91,0,0,3281,0,0,913,93,211,350,0,0,1,1,5,13,19,58,0,264,0,116,6589.0
2020,Gujarat,Bhavnagar,42,3,1,123,0,0,0,4,0,17,21,2,0,1,0,299,11,13,1,125,41,0,0.0,1,2,0,1,16,0,0,0,8,0,0,5,3,3,0,0,3,5,0,0,2,0,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,35,7,0,1,104,84,17,81,18,13,0,4,0,0,1,8,0,0,0,0,1,6,4,7,2,50,11,0,8013,0,0,86,31,231,245,0,5,0,1,4,4,21,151,1,631,0,1186,11839.0
2020,Gujarat,Botad,10,0,3,39,0,0,0,0,0,7,13,0,0,5,0,31,2,1,0,45,10,0,0.0,1,0,0,0,1,0,0,3,1,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,2,0,3,0,0,0,4,1,0,0,30,15,4,9,16,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3,0,2572,0,4,17,8,38,160,0,0,1,2,2,0,6,19,4,569,0,168,3856.0
2020,Gujarat,Chhotaudepur,21,4,0,98,0,1,0,0,0,9,10,0,0,0,1,30,5,0,0,42,9,0,0.0,0,0,0,0,0,0,0,0,5,2,0,1,0,2,0,1,0,9,0,0,1,0,0,0,0,13,0,0,0,0,8,2,0,0,0,0,0,0,0.0,0,0,3,0,2,0,0,0,1,1,0,0,109,19,1,8,0,2,0,4,0,0,0,3,0,0,0,0,0,0,0,1,3,4,2,0,920,0,0,337,19,73,44,0,0,0,0,0,6,5,8,0,175,1,1004,3029.0
2020,Gujarat,Gandhinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56.0
2020,Gujarat,Dohad,37,2,30,155,0,0,0,0,0,17,13,0,0,5,0,18,3,1,1,138,15,0,0.0,0,0,0,1,3,0,1,0,3,2,0,0,4,0,0,0,0,43,0,0,1,0,0,0,0,19,0,0,0,0,9,0,0,0,0,1,1,0,0.0,1,0,6,0,0,0,0,1,0,0,0,2,150,25,2,44,1,13,0,10,0,0,0,4,0,0,0,0,0,0,0,0,12,16,0,0,2949,0,0,218,43,153,353,0,0,0,0,21,5,5,37,0,677,1,29,5301.0
2020,Gujarat,Dang,5,0,0,21,0,0,0,0,0,2,0,0,0,0,1,6,0,0,0,2,3,0,0.0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,8,0,0,0,7,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1159,0,0,93,4,9,3,0,0,0,0,0,0,0,2,3,14,0,2,1363.0
2020,Gujarat,Devbhumi Dwarka,9,0,0,46,0,0,0,1,0,3,11,1,0,1,0,54,6,2,0,36,8,0,0.0,0,1,0,1,3,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,12,0,0,1,18,28,3,31,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,8,0,2579,0,0,143,8,26,366,0,2,0,0,3,2,2,48,2,78,0,224,3795.0
2020,Gujarat,Gandhinagar,22,0,26,128,0,0,0,1,0,17,24,0,0,3,0,114,13,0,2,50,10,0,0.0,1,10,0,0,2,0,0,0,7,0,0,6,13,0,0,0,0,1,0,0,5,1,0,0,0,5,0,0,0,0,0,0,3,0,0,1,4,0,0.0,0,0,0,0,0,0,0,3,7,0,1,0,149,120,5,90,2,10,0,0,0,1,0,16,0,0,0,0,1,0,0,0,2,89,23,0,2104,0,0,105,170,104,96,0,0,0,6,0,3,5,81,1,257,1,10,3931.0
2020,Gujarat,Gir Somnath,15,2,3,53,0,0,0,0,0,5,10,0,0,1,1,112,6,7,0,28,16,0,0.0,0,1,0,3,4,1,0,0,4,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,6,0,0,1,9,4,0,0,25,23,7,27,7,4,0,0,0,0,0,2,0,0,0,0,1,3,0,0,1,9,5,0,1,0,0,82,13,42,72,0,0,14,3,0,1,3,84,0,135,0,259,1137.0
2020,Gujarat,Jamnagar,20,0,0,77,0,0,0,0,1,13,27,0,0,5,0,154,13,7,0,43,21,0,0.0,0,0,0,3,9,0,0,0,0,0,0,0,9,0,0,0,0,25,0,0,1,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,4,0,0.0,1,0,0,0,0,0,0,2,22,2,0,7,74,49,7,39,8,11,0,2,0,0,0,19,0,0,0,0,0,0,1,2,0,10,6,0,5890,0,0,267,35,111,641,0,0,0,0,0,2,16,39,3,167,0,60,7939.0
2020,Gujarat,Junagadh,20,2,20,78,0,0,0,0,0,6,24,0,0,3,4,198,19,17,1,25,13,0,0.0,0,0,0,2,13,0,0,9,22,2,0,2,2,4,0,0,3,47,0,0,2,0,0,0,0,10,0,1,0,0,6,0,0,0,0,0,4,0,0.0,3,0,2,4,11,0,1,3,19,4,1,3,100,88,20,94,27,18,0,3,0,0,0,10,0,0,0,0,0,0,2,2,19,48,5,0,160,0,0,64,178,44,63,0,0,7,1,3,8,18,167,5,373,0,3089,5226.0
2020,Gujarat,Kachchh,28,1,45,121,0,0,0,0,0,14,30,0,0,4,75,96,3,1,1,18,56,0,0.0,0,0,0,0,0,0,0,4,0,4,2,1,25,5,0,0,0,21,0,0,5,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0.0,1,0,0,3,0,0,0,0,1,0,0,0,132,53,18,82,0,20,0,2,0,0,0,12,0,0,0,0,0,0,1,0,0,70,14,0,5763,0,0,206,33,150,971,0,0,0,0,51,0,5,76,4,386,0,947,9582.0
2020,Gujarat,Kachchh,20,0,15,95,0,0,0,6,0,15,13,0,0,4,0,111,6,1,4,41,16,1,1.0,0,0,0,3,0,0,0,0,16,1,0,4,9,1,0,0,0,17,0,0,3,0,0,0,0,13,0,1,0,0,11,4,0,0,3,2,4,0,0.0,0,0,0,4,14,0,7,5,1,3,2,4,95,111,12,77,12,12,0,1,0,0,0,3,0,0,0,0,1,0,2,0,33,39,10,0,4714,0,0,379,22,136,408,0,0,2,7,14,5,20,51,0,316,0,2615,9578.0
2020,Gujarat,Kheda,21,3,42,153,0,0,0,0,0,8,12,0,0,4,3,124,6,0,0,58,8,1,0.0,0,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,25,0,0,0,0,0,0,0,6,0,1,0,0,5,9,1,0,0,2,8,0,0.0,4,5,11,6,4,0,0,3,0,4,0,0,54,40,7,30,4,13,0,7,0,0,0,10,0,0,0,0,1,1,0,0,0,31,16,0,7420,0,0,24,244,195,11,0,0,0,1,2,2,3,64,0,313,0,76,9135.0
2020,Gujarat,Mahisagar,7,1,40,40,0,0,0,0,0,14,6,0,0,2,0,42,7,14,0,40,0,0,0.0,0,0,0,6,9,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,5,0,0,0,8,14,1,7,3,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,2,0,3887,0,0,140,26,46,156,0,0,0,0,0,2,4,27,0,497,0,12,5104.0
2020,Gujarat,Mahesana,26,0,0,195,0,0,0,0,0,12,29,3,0,8,397,143,7,3,0,60,19,0,0.0,0,0,0,0,7,1,0,0,4,0,0,1,0,16,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,5,0,0.0,0,0,3,3,7,0,0,1,16,1,0,0,111,75,6,70,6,15,0,3,0,1,0,14,0,0,0,0,1,0,0,0,0,26,9,0,17183,0,0,198,89,146,683,0,0,0,0,1,1,7,63,0,27,0,19,19743.0
2020,Gujarat,Morbi,25,2,8,161,0,0,0,0,0,12,11,1,0,2,0,87,4,5,0,52,26,0,0.0,1,1,0,0,0,0,0,0,3,1,0,1,0,2,0,0,0,8,0,0,4,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,2,0,0.0,0,1,0,0,0,0,0,1,17,0,0,1,60,20,2,26,4,15,0,2,0,1,0,7,0,0,0,0,0,0,3,0,0,7,0,0,2639,0,0,1031,22,96,1487,0,0,3,0,7,4,10,12,0,138,1,80,6127.0
2020,Gujarat,Narmada,11,3,0,76,0,0,0,0,0,3,15,3,0,0,0,213,7,0,0,35,0,0,0.0,0,4,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,11,0,0.0,1,0,0,0,0,0,0,2,17,0,0,0,29,24,1,12,1,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,1592,0,0,0,99,57,1,0,0,5,0,0,3,25,11,6,2,0,8,2323.0
2020,Gujarat,Navsari,17,2,0,136,0,0,0,1,1,4,7,1,0,3,0,24,3,3,0,26,7,0,0.0,0,0,0,2,0,2,0,0,6,1,1,0,9,3,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,4,0,0.0,0,0,0,0,6,0,0,0,0,2,0,1,37,29,6,38,2,6,0,0,0,0,0,6,0,0,0,0,0,1,0,0,7,12,8,0,2486,0,0,4351,22,57,1071,1,0,0,1,0,0,3,14,3,141,0,113,8696.0
2020,Gujarat,Panch Mahals,29,5,30,159,0,0,0,1,0,19,14,0,0,1,1,69,6,10,0,49,16,1,0.0,9,7,0,0,0,0,0,0,19,0,1,2,9,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,2,0,0,0,0,8,2,0,0.0,5,6,7,0,3,0,0,0,0,0,0,0,83,57,0,42,2,8,0,3,0,0,0,4,0,0,0,0,1,0,0,0,0,23,11,0,4204,0,0,483,167,126,31,0,0,0,0,19,0,8,50,0,444,0,211,6477.0
2020,Gujarat,Patan,19,1,18,84,0,0,0,0,0,11,22,0,0,1,0,164,8,9,0,36,18,0,0.0,0,4,0,1,1,1,0,0,22,8,0,2,0,13,0,0,2,3,0,0,1,0,0,0,0,20,1,0,0,0,5,0,0,0,0,0,0,0,0.0,0,6,2,10,4,0,0,2,34,3,0,1,99,73,3,44,10,11,0,2,0,0,0,14,1,0,0,0,1,0,0,1,3,14,9,0,5213,0,0,390,85,78,492,0,25,0,3,7,8,13,71,0,333,0,28,7568.0
2020,Gujarat,Porbandar,10,1,0,24,0,0,0,4,0,2,11,0,0,0,0,45,7,7,0,14,5,0,0.0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,2,1,0,0,0,5,0,0,1,16,18,8,20,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,3,3,0,152,2,0,131,21,27,137,0,1,0,0,2,7,5,26,0,84,0,4308,5136.0
2020,Gujarat,Rajkot,29,6,0,137,0,0,0,1,0,15,23,1,0,6,0,128,9,0,1,58,23,1,1.0,0,0,0,1,3,0,0,0,7,0,0,4,15,0,0,0,2,20,0,0,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,9,3,0,5,200,64,16,53,18,9,0,2,0,0,0,11,0,0,0,0,3,0,0,0,0,39,27,0,8242,0,0,27,167,97,43,0,0,2,2,0,55,15,64,0,217,0,14229,24140.0
2020,Gujarat,Rajkot,29,10,21,118,0,0,0,1,0,18,25,0,0,2,3,138,8,16,0,47,26,1,1.0,0,1,0,3,5,0,0,12,0,3,0,4,4,1,0,0,1,14,0,0,9,1,0,0,0,17,0,0,0,0,1,0,0,0,3,0,3,0,0.0,1,0,0,1,4,0,0,1,13,0,0,0,85,31,11,54,14,10,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,21,3,0,7085,0,0,465,24,107,559,0,6,1,0,8,3,18,122,1,287,0,22,9509.0
2020,Gujarat,Sabar Kantha,19,4,0,131,0,0,0,0,0,14,17,2,0,4,1,55,11,14,0,20,4,0,0.0,0,0,0,0,0,0,0,0,2,2,0,0,6,3,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,0,0,27,4,0,2,139,48,1,35,5,2,0,2,0,0,0,5,0,0,0,0,0,1,0,2,3,31,5,0,10479,0,0,544,49,70,770,0,0,0,0,3,1,7,75,0,185,0,7,12826.0
2020,Gujarat,Surat,116,7,158,29,0,0,0,4,0,30,82,0,0,11,3,289,41,11,1,80,56,3,0.0,0,2,0,5,50,0,0,0,0,0,0,0,119,13,0,0,0,0,0,0,31,0,1,2,0,27,0,1,0,0,9,0,0,1,0,0,0,0,0.0,0,0,0,0,55,0,2,0,0,5,0,7,769,589,34,186,34,36,7,3,0,3,0,25,0,0,0,0,0,0,0,0,0,361,15,0,24777,0,1,1727,69,266,2650,1,55,0,0,0,9,25,342,0,504,3,82,33824.0
2020,Gujarat,Surat,33,1,109,228,0,0,0,0,1,8,34,1,0,4,41,40,11,1,0,30,7,0,1.0,0,0,0,0,6,1,0,2,0,2,0,2,14,9,0,0,1,6,0,0,2,0,0,0,0,6,0,0,0,0,5,0,0,1,0,2,0,0,0.0,0,0,0,1,1,0,8,11,0,0,0,1,153,65,5,67,12,15,0,3,0,0,0,21,0,0,0,0,2,2,0,1,1,51,4,0,8694,0,0,1918,41,119,477,1,0,1,0,0,2,4,17,5,290,1,36,12639.0
2020,Gujarat,Surendranagar,25,1,6,147,0,0,0,1,0,10,37,0,2,3,5,129,11,4,0,73,52,0,0.0,0,0,1,0,10,0,0,0,10,2,0,1,2,0,0,0,0,35,0,0,6,0,0,0,0,10,0,3,0,0,2,0,0,0,0,0,3,0,0.0,0,0,0,1,7,0,0,1,29,4,0,0,71,57,8,37,31,9,0,4,0,0,0,15,1,0,0,0,0,0,0,0,3,15,4,0,2531,1,0,97,27,111,332,0,0,6,0,3,4,13,15,0,237,0,101,4366.0
2020,Gujarat,Tapi,11,2,35,88,0,0,0,4,0,4,3,0,0,1,0,25,5,2,0,9,5,0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,16,13,2,5,1,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,1,7,1,0,1561,0,0,1112,12,41,32,0,0,0,0,0,3,0,4,1,66,0,844,3939.0
2020,Gujarat,Vadodara,22,6,39,68,0,0,0,0,0,12,31,2,0,4,0,188,19,17,2,49,16,0,0.0,2,0,0,3,13,1,0,7,6,4,1,9,17,8,0,0,0,17,0,0,3,0,0,0,0,20,0,0,0,0,11,3,2,0,2,0,0,0,0.0,1,2,0,0,7,0,1,2,23,1,0,7,364,166,7,173,20,15,0,2,0,0,0,11,0,0,0,0,2,16,0,1,3,130,33,0,2011,0,0,133,108,201,243,1,0,4,1,0,2,5,181,7,306,2,8721,13517.0
2020,Gujarat,Vadodara,31,6,44,216,0,0,0,2,0,8,18,7,0,5,0,46,6,2,0,36,8,0,0.0,0,0,0,0,0,1,0,0,10,0,0,9,0,5,0,0,0,20,0,0,1,0,0,0,0,15,0,0,0,0,3,2,0,0,0,2,0,0,0.0,0,0,0,1,4,0,0,0,4,1,0,1,112,42,5,29,2,12,0,3,0,0,0,12,0,0,0,0,0,0,0,0,16,38,22,0,3552,0,0,957,55,141,1043,1,16,2,6,4,2,6,42,3,179,2,1432,8250.0
2020,Gujarat,Valsad,17,3,66,201,0,0,0,0,1,8,13,0,0,3,2,74,5,1,1,26,3,0,0.0,0,0,0,0,1,0,0,0,2,1,0,2,9,2,0,0,2,5,0,0,4,1,0,0,0,10,0,0,0,0,4,0,0,0,0,0,3,0,0.0,0,0,0,0,17,0,0,0,0,1,0,0,91,63,24,58,5,3,0,6,0,1,0,2,0,0,0,0,1,0,0,0,2,28,9,0,8598,0,0,2836,45,98,235,0,0,1,0,0,1,3,12,0,181,0,17,12808.0
2020,Gujarat,Ahmadabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
2020,Gujarat,Bhavnagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,Gujarat,Gandhinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
